"player_id","name_x","height_in","weight","position","name_y","avg_pts","avg_ast","avg_reb","avg_stl","avg_blk","avg_tov","avg_min","avg_fg_pct","avg_fg3_pct","avg_ft_pct","avg_fga","avg_fg3a","avg_fta","ast_to_ratio","ts_pct"
"1630173","Precious Achiuwa","80","243.0","Forward","Precious Achiuwa","6.649122807017544","0.9649122807017544","5.56140350877193","0.8245614035087719","0.7368421052631579","0.7894736842105263","20.49122807017544","0.4988421052631578","0.1096315789473684","0.3213508771929824","5.7368421052631575","0.631578947368421","1.2105263157894737","1.222222222222222","0.5302775912245354"
"203500","Steven Adams","83","265.0","Center","Steven Adams","3.8793103448275854","1.137931034482759","5.637931034482759","0.3793103448275862","0.4827586206896552","0.9310344827586208","13.672413793103448","0.4822413793103448","0.0","0.2442413793103448","2.8793103448275863","0.0344827586206896","1.603448275862069","1.2222222222222223","0.5410734898037707"
"1628389","Bam Adebayo","81","255.0","Center-Forward","Bam Adebayo","18.07692307692308","4.32051282051282","9.602564102564102","1.2564102564102564","0.6794871794871795","2.0641025641025643","34.34615384615385","0.4778589743589744","0.3082692307692308","0.6927564102564102","14.26923076923077","2.833333333333333","4.205128205128205","2.093167701863354","0.5607164445010021"
"1630534","Ochai Agbaji","77","215.0","Guard","Ochai Agbaji","10.421875","1.53125","3.78125","0.90625","0.46875","0.84375","27.234375","0.511625","0.37546875","0.21615625","8.34375","3.953125","0.75","1.8148148148148149","0.6007710044675025"
"1630583","Santi Aldama","84","215.0","Forward-Center","Santi Aldama","12.476923076923075","2.892307692307692","6.4","0.8","0.4461538461538462","1.0923076923076922","25.50769230769231","0.4711538461538462","0.3540461538461538","0.3451384615384615","9.96923076923077","5.015384615384615","1.446153846153846","2.647887323943662","0.588226761053731"
"1641725","Trey Alexander","76","185.0","Guard","Trey Alexander","1.3333333333333333","0.4583333333333333","0.5","0.0833333333333333","0.0416666666666666","0.2083333333333333","4.833333333333333","0.2092916666666666","0.048625","0.0625","1.7083333333333333","0.7083333333333334","0.1666666666666666","2.2","0.3741814780168381"
"1629638","Nickeil Alexander-Walker","77","205.0","Guard","Nickeil Alexander-Walker","9.426829268292684","2.7195121951219514","3.231707317073171","0.6097560975609756","0.4146341463414634","1.2073170731707317","25.29268292682927","0.4399634146341463","0.3885243902439024","0.4475731707317073","7.512195121951219","4.512195121951219","1.4390243902439024","2.2525252525252526","0.5786621152233802"
"1628960","Grayson Allen","76","198.0","Guard","Grayson Allen","10.625","2.140625","3.03125","0.84375","0.296875","1.171875","24.125","0.4539531249999999","0.427546875","0.4681718749999999","7.640625","5.46875","1.78125","1.8266666666666669","0.6306105794198383"
"1628386","Jarrett Allen","81","243.0","Center","Jarrett Allen","13.451219512195122","1.9268292682926829","9.731707317073171","0.9390243902439024","0.8902439024390244","1.1829268292682926","27.98780487804878","0.697280487804878","0.0","0.582","7.804878048780488","0.0609756097560975","3.3780487804878048","1.6288659793814433","0.7238672756864598"
"1630631","Jose Alvarado","72","179.0","Guard","Jose Alvarado","10.339285714285714","4.625","2.4285714285714284","1.3214285714285714","0.25","1.5357142857142858","24.392857142857142","0.3809821428571429","0.333875","0.4166607142857143","9.303571428571429","5.517857142857143","1.3214285714285714","3.011627906976744","0.522978538911771"
"203937","Kyle Anderson","81","230.0","Forward-Guard","Kyle Anderson","5.852459016393443","2.377049180327869","3.377049180327869","0.6557377049180327","0.5409836065573771","0.6065573770491803","16.475409836065573","0.4659180327868852","0.2185737704918033","0.2715901639344262","4.967213114754099","1.147540983606557","1.0655737704918034","3.9189189189189193","0.5382991556091676"
"203507","Giannis Antetokounmpo","83","243.0","Forward","Giannis Antetokounmpo","30.388059701492537","6.462686567164179","11.91044776119403","0.8656716417910447","1.164179104477612","3.074626865671642","34.19402985074627","0.606776119402985","0.1044776119402985","0.5822835820895522","19.686567164179102","0.9402985074626866","10.552238805970148","2.101941747572816","0.6245092265410287"
"1630175","Cole Anthony","74","185.0","Guard","Cole Anthony","9.402985074626866","2.8507462686567164","3.044776119402985","0.6716417910447762","0.4776119402985074","1.537313432835821","18.417910447761194","0.4007910447761194","0.3255373134328358","0.4484029850746268","8.104477611940299","3.253731343283582","1.6865671641791045","1.854368932038835","0.5314482386286948"
